type,time,channel,note,velocity,pitch 
pitchwheel,14.553834915161133,2,,,-2
pitchwheel,14.599774837493896,2,,,0
pitchwheel,14.612665891647339,1,,,-34
note_on,14.613010883331299,1,64,127,
pitchwheel,14.627723932266235,1,,,0
note_off,14.66788101196289,2,55,64,
pitchwheel,14.716561794281006,2,,,-14
note_on,14.716887712478638,2,60,127,
note_off,14.761752843856812,1,64,64,
pitchwheel,14.782445907592773,1,,,141
note_on,14.782826900482178,1,64,127,
note_off,14.831759929656982,1,64,64,
pitchwheel,14.833392858505249,1,,,12
note_on,14.833825826644897,1,64,127,
pitchwheel,14.845667839050293,1,,,0
note_off,14.865664005279541,1,64,64,
pitchwheel,14.934579849243164,1,,,65
note_on,14.935109853744507,1,64,127,
pitchwheel,14.955739974975586,1,,,0
note_off,14.975440979003906,1,64,64,
pitchwheel,15.016559839248657,1,,,7
note_on,15.017067909240723,1,64,127,
pitchwheel,15.033748865127563,1,,,0
note_off,15.077688694000244,2,60,64,
pitchwheel,15.09922981262207,5,,,-38
note_on,15.099265098571777,5,43,14,
pitchwheel,15.130700826644897,2,,,25
note_on,15.131248950958252,2,55,127,
pitchwheel,15.149795770645142,2,,,0
pitchwheel,15.157665729522705,5,,,-95
pitchwheel,15.193557977676392,1,,,54
pitchwheel,15.201851844787598,5,,,-43
note_off,15.229745864868164,1,64,64,
pitchwheel,15.23123574256897,1,,,-7
note_on,15.231626987457275,1,64,127,
note_off,15.27174687385559,1,64,64,
pitchwheel,15.302016019821167,5,,,-77
pitchwheel,15.335905075073242,5,,,-35
pitchwheel,15.338511943817139,1,,,-18
note_on,15.338538885116577,1,64,127,
note_off,15.346345901489258,4,48,64,
note_off,15.367842674255371,5,43,64,
pitchwheel,15.369390726089478,5,,,-63
note_on,15.369418859481812,5,40,76,
note_off,15.387555837631226,1,64,64,
note_off,15.417764902114868,2,55,64,
pitchwheel,15.420716762542725,1,,,-127
note_on,15.421238660812378,1,65,127,
pitchwheel,15.433963060379028,5,,,15
pitchwheel,15.443549871444702,1,,,-25
pitchwheel,15.444588661193848,5,,,0
pitchwheel,15.483688831329346,5,,,-33
pitchwheel,15.494783878326416,3,,,-33
note_on,15.49534273147583,3,50,75,
pitchwheel,15.536762952804565,2,,,78
note_on,15.537232875823975,2,61,127,
pitchwheel,15.55998182296753,2,,,348
pitchwheel,15.61174201965332,1,,,108
note_off,15.68168592453003,1,65,64,
pitchwheel,15.683144807815552,1,,,-34
note_on,15.683511734008789,1,65,127,
note_off,15.73379898071289,1,65,64,
pitchwheel,15.768397808074951,1,,,-34
note_on,15.76876187324524,1,65,127,
note_off,15.793530941009521,0,64,64,
note_off,15.811604022979736,1,65,64,
pitchwheel,15.864540815353394,0,,,-2
note_on,15.865153074264526,0,65,14,
pitchwheel,15.866514921188354,1,,,-34
note_on,15.867005825042725,1,65,127,
pitchwheel,15.889731884002686,2,,,-522
note_off,15.913814067840576,2,61,64,
pitchwheel,15.949516773223877,0,,,-48
pitchwheel,15.952738761901855,2,,,0
note_on,15.953429937362671,2,55,127,
pitchwheel,15.971506834030151,0,,,-2
note_off,16.029730796813965,1,65,64,
pitchwheel,16.07038903236389,1,,,-21
note_on,16.070778846740723,1,66,127,
note_off,16.097601652145386,0,65,64,
note_off,16.107510089874268,1,66,64,
pitchwheel,16.115834951400757,5,,,-67
pitchwheel,16.18959903717041,5,,,-34
pitchwheel,16.270477771759033,1,,,-25
note_on,16.27097177505493,1,67,67,
note_off,16.3019278049469,5,40,64,
pitchwheel,16.33774995803833,1,,,0
note_off,16.351441860198975,1,67,64,
pitchwheel,16.353474855422974,5,,,1
note_on,16.35421085357666,5,48,127,
pitchwheel,16.355644941329956,4,,,107
note_on,16.356334924697876,4,48,20,
pitchwheel,16.37002182006836,5,,,0
pitchwheel,16.426355838775635,1,,,61
note_on,16.42665386199951,1,67,127,
pitchwheel,16.428849935531616,4,,,-60
pitchwheel,16.45365571975708,1,,,0
note_off,16.45953369140625,1,67,64,
pitchwheel,16.48762083053589,4,,,107
pitchwheel,16.527814865112305,4,,,0
pitchwheel,16.538586854934692,1,,,25
note_on,16.53905987739563,1,67,104,
pitchwheel,16.565789937973022,4,,,90
pitchwheel,16.57245683670044,0,,,-7
note_on,16.57280683517456,0,64,81,
note_off,16.57474994659424,1,67,64,
note_off,16.61384606361389,4,48,64,
pitchwheel,16.640676736831665,1,,,-5
note_on,16.64103674888611,1,67,127,
pitchwheel,16.641660928726196,1,,,0
note_off,16.691734075546265,2,55,64,
pitchwheel,16.699540853500366,0,,,0
pitchwheel,16.714277744293213,3,,,0
pitchwheel,16.743648052215576,3,,,-68
pitchwheel,16.75271773338318,2,,,-25
note_on,16.75346279144287,2,55,127,
pitchwheel,16.781678915023804,2,,,0
note_off,16.783698797225952,1,67,64,
pitchwheel,16.842500925064087,1,,,0
note_on,16.842975854873657,1,67,127,
pitchwheel,16.844695806503296,3,,,-12
note_off,16.881751775741577,1,67,64,
pitchwheel,16.907822847366333,3,,,0
pitchwheel,16.95076894760132,1,,,-41
note_on,16.951138734817505,1,67,127,
note_off,16.985573768615723,1,67,64,
pitchwheel,17.001704931259155,3,,,-34
pitchwheel,17.022592067718506,1,,,0
note_on,17.02306294441223,1,67,127,
note_off,17.02570605278015,2,55,64,
pitchwheel,17.04874873161316,2,,,-77
note_on,17.049405813217163,2,55,127,
pitchwheel,17.07996964454651,3,,,0
note_off,17.089873790740967,2,55,64,
pitchwheel,17.122682809829712,2,,,80
note_on,17.1229248046875,2,64,127,
pitchwheel,17.145922899246216,2,,,0
note_off,17.167656898498535,1,67,64,
pitchwheel,17.169623851776123,3,,,-64
pitchwheel,17.22381281852722,3,,,2
pitchwheel,17.22665500640869,1,,,25
note_on,17.227110862731934,1,67,127,
pitchwheel,17.258036851882935,3,,,0
note_off,17.259546756744385,1,67,64,
pitchwheel,17.298616886138916,1,,,-25
note_on,17.29898691177368,1,67,127,
pitchwheel,17.32770299911499,2,,,94
note_off,17.355703830718994,1,67,64,
pitchwheel,17.35758900642395,3,,,-58
pitchwheel,17.38077688217163,1,,,-25
note_on,17.381250858306885,1,67,127,
note_off,17.395710945129395,2,64,64,
note_off,17.475814819335938,3,50,64,
pitchwheel,17.488680839538574,2,,,71
note_on,17.489234924316406,2,57,92,
note_off,17.507824897766113,2,57,64,
pitchwheel,17.50945210456848,2,,,-25
note_on,17.509727954864502,2,55,127,
pitchwheel,17.527801752090454,2,,,0
note_off,17.55373477935791,1,67,64,
pitchwheel,17.555248975753784,1,,,0
note_on,17.555587768554688,1,67,127,
pitchwheel,17.589703798294067,2,,,45
note_off,17.631603956222534,2,55,64,
pitchwheel,17.63321876525879,2,,,0
note_on,17.633580684661865,2,55,127,
note_off,17.64774990081787,1,67,64,
pitchwheel,17.6826229095459,1,,,-41
note_on,17.682926893234253,1,67,127,
note_off,17.731833934783936,1,67,64,
note_off,17.741726875305176,0,64,64,
pitchwheel,17.742857933044434,0,,,-7
note_on,17.743120908737183,0,64,127,
pitchwheel,17.76657199859619,1,,,-25
note_on,17.7669517993927,1,67,127,
note_off,17.82583785057068,2,55,64,
pitchwheel,17.867750883102417,1,,,0
pitchwheel,17.86934185028076,2,,,35
note_on,17.86980676651001,2,64,127,
note_off,17.895766973495483,1,67,64,
pitchwheel,17.957647800445557,0,,,0
pitchwheel,17.964760780334473,1,,,-5
note_on,17.965308904647827,1,67,127,
pitchwheel,17.981772661209106,1,,,0
pitchwheel,17.989746809005737,2,,,0
pitchwheel,18.04779291152954,2,,,88
note_off,18.06772470474243,2,64,64,
note_off,18.123679876327515,1,67,64,
note_off,18.131621837615967,0,64,64,
pitchwheel,18.13295006752014,0,,,-7
note_on,18.133309841156006,0,64,127,
pitchwheel,18.150614976882935,1,,,-25
note_on,18.15093994140625,1,67,127,
pitchwheel,18.1606547832489,2,,,-25
note_on,18.161149978637695,2,55,127,
pitchwheel,18.19182276725769,2,,,0
note_off,18.22600507736206,2,55,64,
pitchwheel,18.27871584892273,3,,,-71
note_on,18.27920889854431,3,50,88,
pitchwheel,18.28165888786316,2,,,-44
note_on,18.282253742218018,2,68,127,
note_off,18.291724681854248,2,68,64,
pitchwheel,18.293261766433716,2,,,0
note_on,18.293659925460815,2,55,127,
note_off,18.313756942749023,1,67,64,
pitchwheel,18.356660842895508,1,,,8
note_on,18.35697889328003,1,67,127,
pitchwheel,18.40379786491394,3,,,-24
note_off,18.427769899368286,1,67,64,
pitchwheel,18.429229736328125,1,,,-25
note_on,18.429637908935547,1,67,127,
note_off,18.43970489501953,2,55,64,
note_off,18.49163794517517,0,64,64,
note_off,18.507770776748657,1,67,64,
pitchwheel,18.516682863235474,0,,,-7
note_on,18.51715087890625,0,64,127,
pitchwheel,18.568610668182373,1,,,-41
note_on,18.568721771240234,1,67,127,
pitchwheel,18.59062886238098,2,,,0
note_on,18.59110188484192,2,55,111,
note_off,18.62995672225952,5,48,64,
pitchwheel,18.65675187110901,4,,,143
note_on,18.657490968704224,4,48,71,
pitchwheel,18.662991762161255,5,,,-31
note_on,18.663314819335938,5,48,127,
note_off,18.691746711730957,1,67,64,
pitchwheel,18.71468687057495,1,,,-25
note_on,18.715131759643555,1,67,127,
note_off,18.715691089630127,2,55,64,
pitchwheel,18.77084970474243,2,,,-25
note_on,18.77130699157715,2,55,109,
note_off,18.805948972702026,1,67,64,
pitchwheel,18.807744026184082,2,,,0
pitchwheel,18.81979489326477,0,,,0
pitchwheel,18.86269998550415,1,,,-41
note_on,18.862913846969604,1,67,127,
note_off,18.901712894439697,1,67,64,
pitchwheel,18.96779704093933,4,,,-526
pitchwheel,18.972713947296143,1,,,25
note_on,18.973174810409546,1,67,127,
pitchwheel,18.979809045791626,1,,,0
pitchwheel,18.987645864486694,4,,,-2
note_off,19.025906801223755,2,55,64,
pitchwheel,19.080567836761475,2,,,0
note_on,19.08108687400818,2,55,127,
note_off,19.135875701904297,1,67,64,
pitchwheel,19.172635793685913,1,,,-25
note_on,19.173038721084595,1,67,127,
note_off,19.24375081062317,1,67,64,
pitchwheel,19.27028465270996,1,,,-41
note_on,19.270711660385132,1,67,127,
note_off,19.309756994247437,0,64,64,
pitchwheel,19.34036684036255,0,,,-34
note_on,19.34074091911316,0,64,127,
note_off,19.3414089679718,1,67,64,
pitchwheel,19.353890895843506,0,,,0
pitchwheel,19.374700784683228,1,,,-25
note_on,19.374972820281982,1,67,127,
pitchwheel,19.42590069770813,4,,,371
note_off,19.431782960891724,2,55,64,
note_off,19.441807746887207,3,50,64,
pitchwheel,19.443350076675415,3,,,-71
note_on,19.443768739700317,3,50,83,
pitchwheel,19.480803728103638,2,,,-7
note_on,19.481333017349243,2,64,127,
pitchwheel,19.48621392250061,4,,,653
pitchwheel,19.49569797515869,3,,,-34
pitchwheel,19.499809741973877,2,,,0
note_off,19.515726804733276,1,67,64,
pitchwheel,19.582620859146118,1,,,-5
note_on,19.5830557346344,1,67,127,
pitchwheel,19.589852809906006,1,,,0
pitchwheel,19.619857788085938,4,,,-793
pitchwheel,19.64589285850525,2,,,33
pitchwheel,19.655755043029785,4,,,-892
note_off,19.66616177558899,2,64,64,
pitchwheel,19.681891918182373,4,,,-572
pitchwheel,19.69279384613037,2,,,-7
note_on,19.692977905273438,2,64,127,
pitchwheel,19.695775032043457,2,,,0
note_off,19.701517820358276,0,64,64,
pitchwheel,19.73072385787964,0,,,-7
note_on,19.730966091156006,0,64,127,
note_off,19.73149275779724,1,67,64,
pitchwheel,19.739614963531494,4,,,-959
pitchwheel,19.75478196144104,1,,,-25
note_on,19.755198001861572,1,67,127,
pitchwheel,19.75989580154419,4,,,-572
note_off,19.811887741088867,2,64,64,
pitchwheel,19.845855951309204,4,,,-928
pitchwheel,19.87463092803955,2,,,0
note_on,19.8750216960907,2,55,127,
note_off,19.909632921218872,1,67,64,
pitchwheel,19.92777705192566,4,,,-572
pitchwheel,19.949906826019287,4,,,-975
pitchwheel,19.954787731170654,1,,,-25
note_on,19.955033779144287,1,67,127,
pitchwheel,19.977983951568604,1,,,0
pitchwheel,19.99978280067444,4,,,-1121
note_off,20.011746883392334,1,67,64,
pitchwheel,20.025847673416138,4,,,-1174
pitchwheel,20.049797773361206,3,,,23
pitchwheel,20.061810970306396,4,,,-1121
pitchwheel,20.07667589187622,1,,,-25
note_on,20.07701873779297,1,67,127,
pitchwheel,20.085787773132324,3,,,-27
note_off,20.10774874687195,1,67,64,
pitchwheel,20.134845972061157,1,,,-25
note_on,20.135278701782227,1,67,127,
pitchwheel,20.174116849899292,4,,,-1186
note_off,20.199853897094727,2,55,64,
pitchwheel,20.260798931121826,2,,,35
note_on,20.260843992233276,2,64,127,
note_off,20.29984474182129,1,67,64,
pitchwheel,20.316055059432983,4,,,-999
pitchwheel,20.354729890823364,1,,,25
note_on,20.355170726776123,1,67,127,
pitchwheel,20.361974000930786,1,,,0
note_off,20.407651901245117,1,67,64,
pitchwheel,20.421693801879883,2,,,0
pitchwheel,20.462531805038452,1,,,-25
note_on,20.462844848632812,1,67,127,
note_off,20.499810695648193,1,67,64,
pitchwheel,20.52003574371338,3,,,0
pitchwheel,20.556598663330078,1,,,-5
note_on,20.55710005760193,1,67,127,
note_off,20.59796977043152,2,64,64,
pitchwheel,20.599360942840576,2,,,-51
note_on,20.599748849868774,2,64,127,
pitchwheel,20.6018328666687,3,,,-64
note_off,20.639894008636475,2,64,64,
note_off,20.643932819366455,3,50,64,
pitchwheel,20.670687913894653,3,,,-33
note_on,20.67104697227478,3,50,58,
pitchwheel,20.688727855682373,2,,,25
note_on,20.68934679031372,2,55,127,
pitchwheel,20.713968753814697,1,,,0
note_off,20.747614860534668,1,67,64,
pitchwheel,20.749258995056152,1,,,-25
note_on,20.749603748321533,1,67,127,
note_off,20.791890859603882,1,67,64,
pitchwheel,20.79557776451111,4,,,-1036
pitchwheel,20.829719066619873,4,,,-980
pitchwheel,20.846491813659668,1,,,-41
note_on,20.846890926361084,1,67,127,
pitchwheel,20.849802017211914,2,,,0
note_off,20.88189172744751,1,67,64,
note_off,20.88251805305481,2,55,64,
note_off,20.893545866012573,0,64,64,
note_off,20.905988931655884,5,48,64,
note_off,20.91174077987671,4,48,64,
note_off,20.91570782661438,3,50,64,
pitchwheel,20.98254680633545,0,,,-25
note_on,20.982921838760376,0,72,14,
pitchwheel,21.03668475151062,1,,,-119
note_on,21.037076950073242,1,69,107,
note_off,21.037784814834595,0,72,64,
pitchwheel,21.06376600265503,1,,,0
pitchwheel,21.106966018676758,4,,,35
note_on,21.107362747192383,4,53,127,
pitchwheel,21.1195547580719,1,,,-43
pitchwheel,21.133790969848633,4,,,-33
pitchwheel,21.139495849609375,1,,,14
note_off,21.16367483139038,1,69,64,
pitchwheel,21.226488828659058,1,,,-2
note_on,21.22687578201294,1,69,127,
pitchwheel,21.288497924804688,0,,,-51
note_on,21.28892183303833,0,72,127,
note_off,21.34765601158142,0,72,64,
pitchwheel,21.396649837493896,0,,,-4
note_on,21.397057056427002,0,72,127,
note_off,21.453979969024658,4,53,64,
pitchwheel,21.463521003723145,0,,,-43
pitchwheel,21.500972032546997,3,,,-48
note_on,21.50123882293701,3,60,127,
pitchwheel,21.53368878364563,3,,,-14
note_off,21.547647953033447,0,72,64,
pitchwheel,21.588521003723145,0,,,-51
note_on,21.589053869247437,0,72,127,
note_off,21.611848831176758,1,69,64,
pitchwheel,21.612957000732422,1,,,-14
note_on,21.613176822662354,1,69,127,
note_off,21.62551975250244,0,72,64,
pitchwheel,21.67663884162903,0,,,-51
note_on,21.676974773406982,0,72,127,
note_off,21.70759081840515,0,72,64,
pitchwheel,21.734686851501465,0,,,-25
note_on,21.73510503768921,0,72,127,
note_off,21.80576992034912,1,69,64,
pitchwheel,21.854490756988525,1,,,-21
note_on,21.854535818099976,1,69,127,
pitchwheel,21.871813774108887,1,,,0
pitchwheel,21.885802030563354,0,,,0
note_off,21.893627882003784,0,72,64,
pitchwheel,21.938321828842163,0,,,-51
note_on,21.938678741455078,0,72,127,
note_off,21.969735860824585,0,72,64,
pitchwheel,22.03455686569214,0,,,-51
note_on,22.035038948059082,0,72,127,
note_off,22.065693855285645,0,72,64,
pitchwheel,22.110562801361084,0,,,-4
note_on,22.11103081703186,0,72,127,
note_off,22.13789701461792,1,69,64,
pitchwheel,22.139137744903564,1,,,-14
note_on,22.139431953430176,1,69,127,
pitchwheel,22.155632972717285,0,,,-38
note_off,22.17404294013977,3,60,64,
pitchwheel,22.181833028793335,1,,,0
pitchwheel,22.21911597251892,3,,,-14
note_on,22.219157934188843,3,60,127,
note_off,22.271686792373657,0,72,64,
pitchwheel,22.33263373374939,0,,,-51
note_on,22.33272671699524,0,72,127,
note_off,22.357651948928833,1,69,64,
pitchwheel,22.359030723571777,1,,,-14
note_on,22.359246730804443,1,69,127,
note_off,22.36157989501953,0,72,64,
pitchwheel,22.410943031311035,0,,,43
note_on,22.411062717437744,0,72,127,
pitchwheel,22.423732042312622,1,,,0
pitchwheel,22.435553789138794,0,,,-8
pitchwheel,22.459457874298096,0,,,-90
note_off,22.463690996170044,0,72,64,
pitchwheel,22.46767282485962,3,,,-266
pitchwheel,22.4766788482666,2,,,7
note_on,22.477030992507935,2,62,14,
note_off,22.47838282585144,1,69,64,
pitchwheel,22.4935359954834,3,,,-628
pitchwheel,22.498588800430298,0,,,20
note_on,22.499125957489014,0,71,127,
pitchwheel,22.510478734970093,1,,,8
note_on,22.5108060836792,1,67,71,
note_off,22.513882875442505,2,62,64,
pitchwheel,22.514522790908813,3,,,-1039
note_off,22.547833919525146,1,67,64,
pitchwheel,22.572754859924316,5,,,148
note_on,22.573129892349243,5,46,80,
pitchwheel,22.590619802474976,1,,,8
note_on,22.590965032577515,1,67,127,
note_off,22.606080055236816,5,46,64,
note_off,22.641734838485718,0,71,64,
pitchwheel,22.65972590446472,1,,,0
pitchwheel,22.68861484527588,0,,,0
note_on,22.689165830612183,0,71,127,
note_off,22.72967290878296,0,71,64,
pitchwheel,22.768601894378662,0,,,-44
note_on,22.768643856048584,0,71,127,
note_off,22.84550666809082,0,71,64,
pitchwheel,22.886525869369507,0,,,20
note_on,22.88689088821411,0,71,127,
pitchwheel,22.915567874908447,0,,,-24
note_off,22.935951948165894,3,60,64,
pitchwheel,22.98265290260315,3,,,-48
note_on,22.983155012130737,3,60,127,
note_off,23.02561593055725,0,71,64,
pitchwheel,23.106414794921875,0,,,0
note_on,23.10677194595337,0,71,127,
note_off,23.135729789733887,0,71,64,
pitchwheel,23.16072702407837,2,,,-143
note_on,23.1612286567688,2,59,45,
note_off,23.165745973587036,1,67,64,
pitchwheel,23.177910804748535,3,,,-14
pitchwheel,23.18264603614807,5,,,-146
note_on,23.183141946792603,5,46,70,
note_off,23.185670852661133,3,60,64,
note_off,23.18972086906433,2,59,64,
pitchwheel,23.23020076751709,4,,,-160
note_on,23.230621814727783,4,52,112,
pitchwheel,23.252608060836792,1,,,-23
note_on,23.252643823623657,1,63,14,
pitchwheel,23.27758479118347,4,,,365
pitchwheel,23.28840184211731,0,,,-138
note_on,23.28876495361328,0,69,127,
pitchwheel,23.291278839111328,2,,,-14
note_on,23.29167103767395,2,60,35,
note_off,23.298032760620117,5,46,64,
pitchwheel,23.309446811676025,0,,,-7
note_off,23.311729907989502,1,63,64,
pitchwheel,23.313251733779907,1,,,-7
note_on,23.313625812530518,1,64,112,
pitchwheel,23.32474398612976,3,,,-93
note_on,23.325130939483643,3,51,14,
note_off,23.330416917800903,4,52,64,
note_off,23.359999895095825,3,51,64,
pitchwheel,23.370847940444946,4,,,-10
